sample_index,file_name,user_id,position_id,action_id,interval_index,interval_seconds,is_positive,is_duplicate_timestamp
14,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user1_position8_activity1/20250813=122143_mimo5s_part0.csv,1,8,1,1,0.657961,1,0
14,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user1_position8_activity1/20250813=122143_mimo5s_part0.csv,1,8,1,2,2.291322,1,0
14,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user1_position8_activity1/20250813=122143_mimo5s_part0.csv,1,8,1,3,0.624495,1,0
14,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user1_position8_activity1/20250813=122143_mimo5s_part0.csv,1,8,1,4,0.15699499999999977,1,0
14,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user1_position8_activity1/20250813=122143_mimo5s_part0.csv,1,8,1,5,0.015513000000000332,1,0
14,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user1_position8_activity1/20250813=122143_mimo5s_part0.csv,1,8,1,6,0.0011369999999999436,1,0
14,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user1_position8_activity1/20250813=122143_mimo5s_part0.csv,1,8,1,7,0.013112000000000013,1,0
14,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user1_position8_activity1/20250813=122143_mimo5s_part0.csv,1,8,1,8,0.039430999999999994,1,0
14,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user1_position8_activity1/20250813=122143_mimo5s_part0.csv,1,8,1,9,0.04061099999999973,1,0
14,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user1_position8_activity1/20250813=122143_mimo5s_part0.csv,1,8,1,10,0.0013220000000000454,1,0
14,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user1_position8_activity1/20250813=122143_mimo5s_part0.csv,1,8,1,11,0.0394960000000002,1,0
14,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user1_position8_activity1/20250813=122143_mimo5s_part0.csv,1,8,1,12,0.09996399999999994,1,0
14,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user1_position8_activity1/20250813=122143_mimo5s_part0.csv,1,8,1,13,0.03085300000000002,1,0
14,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user1_position8_activity1/20250813=122143_mimo5s_part0.csv,1,8,1,14,0.3134769999999998,1,0
14,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user1_position8_activity1/20250813=122143_mimo5s_part0.csv,1,8,1,15,0.36434999999999995,1,0
14,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user1_position8_activity1/20250813=122143_mimo5s_part0.csv,1,8,1,16,0.16711700000000018,1,0
15,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user0_position6_activity1/20250813=120652_mimo5s_part0.csv,0,6,1,1,1.9270669999999999,1,0
15,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user0_position6_activity1/20250813=120652_mimo5s_part0.csv,0,6,1,2,0.30961400000000006,1,0
15,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user0_position6_activity1/20250813=120652_mimo5s_part0.csv,0,6,1,3,0.11501899999999976,1,0
15,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user0_position6_activity1/20250813=120652_mimo5s_part0.csv,0,6,1,4,0.014223000000000319,1,0
15,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user0_position6_activity1/20250813=120652_mimo5s_part0.csv,0,6,1,5,0.49208099999999977,1,0
15,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user0_position6_activity1/20250813=120652_mimo5s_part0.csv,0,6,1,6,0.0035169999999999924,1,0
15,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user0_position6_activity1/20250813=120652_mimo5s_part0.csv,0,6,1,7,0.050826999999999956,1,0
15,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user0_position6_activity1/20250813=120652_mimo5s_part0.csv,0,6,1,8,0.20262599999999997,1,0
15,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user0_position6_activity1/20250813=120652_mimo5s_part0.csv,0,6,1,9,0.009374000000000215,1,0
15,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user0_position6_activity1/20250813=120652_mimo5s_part0.csv,0,6,1,10,0.0013830000000001341,1,0
15,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user0_position6_activity1/20250813=120652_mimo5s_part0.csv,0,6,1,11,0.001190999999999942,1,0
15,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user0_position6_activity1/20250813=120652_mimo5s_part0.csv,0,6,1,12,0.0027200000000000557,1,0
15,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user0_position6_activity1/20250813=120652_mimo5s_part0.csv,0,6,1,13,0.007998999999999867,1,0
15,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user0_position6_activity1/20250813=120652_mimo5s_part0.csv,0,6,1,14,0.0,0,1
15,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user0_position6_activity1/20250813=120652_mimo5s_part0.csv,0,6,1,15,0.23587999999999987,1,0
15,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user0_position6_activity1/20250813=120652_mimo5s_part0.csv,0,6,1,16,0.0024519999999998987,1,0
15,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user0_position6_activity1/20250813=120652_mimo5s_part0.csv,0,6,1,17,1.2929610000000005,1,0
16,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user1_position8_activity1/20250813=122252_mimo5s_part0.csv,1,8,1,1,0.9365209999999999,1,0
16,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user1_position8_activity1/20250813=122252_mimo5s_part0.csv,1,8,1,2,0.35609899999999994,1,0
16,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user1_position8_activity1/20250813=122252_mimo5s_part0.csv,1,8,1,3,0.057560000000000056,1,0
16,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user1_position8_activity1/20250813=122252_mimo5s_part0.csv,1,8,1,4,0.008747999999999978,1,0
16,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user1_position8_activity1/20250813=122252_mimo5s_part0.csv,1,8,1,5,0.47039300000000006,1,0
16,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user1_position8_activity1/20250813=122252_mimo5s_part0.csv,1,8,1,6,0.004618999999999929,1,0
16,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user1_position8_activity1/20250813=122252_mimo5s_part0.csv,1,8,1,7,0.2693969999999999,1,0
16,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user1_position8_activity1/20250813=122252_mimo5s_part0.csv,1,8,1,8,0.002458999999999989,1,0
16,/home/test/bupt_hjk/sdp_dataset/elderAL/action1_walk_new/user1_position8_activity1/20250813=122252_mimo5s_part0.csv,1,8,1,9,0.006620999999999988,1,0
