dataset,preset,model,status,test_acc,test_acc_pct,source_file
Widar,activity_detection,cnn1dmodel,ok,0.6212121212121212,62.121212121212125,SDP/test_wider/result/preset_tests/condition_v2_all_presets_models_summary.csv
Widar,activity_detection,cnn2dmodel,failed,,,SDP/test_wider/result/preset_tests/condition_v2_all_presets_models_summary.csv
Widar,activity_detection,lstmmodel,ok,0.5707070707070707,57.07070707070707,SDP/test_wider/result/preset_tests/condition_v2_all_presets_models_summary.csv
Widar,activity_detection,resnet1d,ok,0.5767676767676768,57.67676767676768,SDP/test_wider/result/preset_tests/condition_v2_all_presets_models_summary.csv
Widar,activity_detection,resnet2d,ok,0.6050505050505051,60.505050505050505,SDP/test_wider/result/preset_tests/condition_v2_all_presets_models_summary.csv
Widar,activity_detection,bilstmattention,ok,0.5767676767676768,57.67676767676768,SDP/test_wider/result/preset_tests/condition_v2_all_presets_models_summary.csv
Widar,activity_detection,efficientnetcsi,failed,,,SDP/test_wider/result/preset_tests/condition_v2_all_presets_models_summary.csv
Widar,activity_detection,that,ok,0.5555555555555556,55.55555555555556,SDP/test_wider/result/preset_tests/condition_v2_all_presets_models_summary.csv
Widar,activity_detection,csitime,ok,0.6121212121212121,61.212121212121204,SDP/test_wider/result/preset_tests/condition_v2_all_presets_models_summary.csv
Widar,activity_detection,pa_csi,ok,0.5797979797979798,57.97979797979798,SDP/test_wider/result/preset_tests/condition_v2_all_presets_models_summary.csv
Widar,activity_detection,wiflexformer,ok,0.6161616161616161,61.61616161616161,SDP/test_wider/result/preset_tests/condition_v2_all_presets_models_summary.csv
Widar,activity_detection,attentiongru,ok,0.6090909090909091,60.909090909090914,SDP/test_wider/result/preset_tests/condition_v2_all_presets_models_summary.csv
Widar,activity_detection,ei,ok,0.603030303030303,60.303030303030305,SDP/test_wider/result/preset_tests/condition_v2_all_presets_models_summary.csv
Widar,activity_detection,fewsense,ok,0.6070707070707071,60.70707070707071,SDP/test_wider/result/preset_tests/condition_v2_all_presets_models_summary.csv
Widar,localization,visiontransformercsi,skipped,,,SDP/test_wider/result/preset_tests/condition_v2_all_presets_models_summary.csv
Widar,localization,mambacsi,skipped,,,SDP/test_wider/result/preset_tests/condition_v2_all_presets_models_summary.csv
Widar,localization,graphneuralcsi,skipped,,,SDP/test_wider/result/preset_tests/condition_v2_all_presets_models_summary.csv
Widar,localization,csimodel,ok,0.5757575757575758,57.57575757575758,SDP/test_wider/result/preset_tests/condition_v2_all_presets_models_summary.csv
Widar,localization,mlpmodel,ok,0.6282828282828283,62.82828282828283,SDP/test_wider/result/preset_tests/condition_v2_all_presets_models_summary.csv
Widar,localization,cnn1dmodel,ok,0.5545454545454546,55.45454545454545,SDP/test_wider/result/preset_tests/condition_v2_all_presets_models_summary.csv
Widar,localization,cnn2dmodel,failed,,,SDP/test_wider/result/preset_tests/condition_v2_all_presets_models_summary.csv
Widar,localization,lstmmodel,ok,0.5767676767676768,57.67676767676768,SDP/test_wider/result/preset_tests/condition_v2_all_presets_models_summary.csv
Widar,localization,resnet1d,ok,0.5292929292929293,52.92929292929293,SDP/test_wider/result/preset_tests/condition_v2_all_presets_models_summary.csv
Widar,localization,resnet2d,ok,0.5454545454545454,54.54545454545454,SDP/test_wider/result/preset_tests/condition_v2_all_presets_models_summary.csv
Widar,localization,bilstmattention,ok,0.5666666666666667,56.666666666666664,SDP/test_wider/result/preset_tests/condition_v2_all_presets_models_summary.csv
Widar,localization,efficientnetcsi,failed,,,SDP/test_wider/result/preset_tests/condition_v2_all_presets_models_summary.csv
Widar,localization,that,ok,0.6262626262626263,62.62626262626263,SDP/test_wider/result/preset_tests/condition_v2_all_presets_models_summary.csv
Widar,localization,csitime,ok,0.5383838383838384,53.83838383838384,SDP/test_wider/result/preset_tests/condition_v2_all_presets_models_summary.csv
Widar,localization,pa_csi,ok,0.5727272727272728,57.27272727272727,SDP/test_wider/result/preset_tests/condition_v2_all_presets_models_summary.csv
Widar,localization,wiflexformer,ok,0.5626262626262626,56.262626262626256,SDP/test_wider/result/preset_tests/condition_v2_all_presets_models_summary.csv
Widar,localization,attentiongru,ok,0.5646464646464646,56.464646464646464,SDP/test_wider/result/preset_tests/condition_v2_all_presets_models_summary.csv
Widar,localization,ei,ok,0.5464646464646464,54.64646464646464,SDP/test_wider/result/preset_tests/condition_v2_all_presets_models_summary.csv
Widar,localization,fewsense,ok,0.6424242424242425,64.24242424242425,SDP/test_wider/result/preset_tests/condition_v2_all_presets_models_summary.csv
Gait,high_quality,csimodel,ok,0.8852931752643384,88.52931752643384,SDP/test_gait/result/preset_tests/user_id_v2_all_presets_models_summary.csv
Gait,high_quality,mlpmodel,ok,0.9173341877603332,91.73341877603332,SDP/test_gait/result/preset_tests/user_id_v2_all_presets_models_summary.csv
Gait,high_quality,cnn1dmodel,ok,0.9022749118872156,90.22749118872156,SDP/test_gait/result/preset_tests/user_id_v2_all_presets_models_summary.csv
Gait,high_quality,cnn2dmodel,failed,,,SDP/test_gait/result/preset_tests/user_id_v2_all_presets_models_summary.csv
Gait,high_quality,lstmmodel,ok,0.6055751361743031,60.55751361743032,SDP/test_gait/result/preset_tests/user_id_v2_all_presets_models_summary.csv
Gait,high_quality,resnet1d,ok,0.8202499198974688,82.02499198974688,SDP/test_gait/result/preset_tests/user_id_v2_all_presets_models_summary.csv
Gait,high_quality,resnet2d,ok,0.9157321371355336,91.57321371355336,SDP/test_gait/result/preset_tests/user_id_v2_all_presets_models_summary.csv
Gait,high_quality,bilstmattention,ok,0.7789170137776353,77.89170137776354,SDP/test_gait/result/preset_tests/user_id_v2_all_presets_models_summary.csv
Gait,high_quality,efficientnetcsi,failed,,,SDP/test_gait/result/preset_tests/user_id_v2_all_presets_models_summary.csv
Gait,high_quality,visiontransformercsi,skipped,,,SDP/test_gait/result/preset_tests/user_id_v2_all_presets_models_summary.csv
Gait,high_quality,mambacsi,skipped,,,SDP/test_gait/result/preset_tests/user_id_v2_all_presets_models_summary.csv
Gait,high_quality,graphneuralcsi,skipped,,,SDP/test_gait/result/preset_tests/user_id_v2_all_presets_models_summary.csv
Gait,high_quality,that,ok,0.669336751041333,66.9336751041333,SDP/test_gait/result/preset_tests/user_id_v2_all_presets_models_summary.csv
Gait,high_quality,csitime,ok,0.8442806792694649,84.4280679269465,SDP/test_gait/result/preset_tests/user_id_v2_all_presets_models_summary.csv
Gait,high_quality,pa_csi,ok,0.6395386094200577,63.95386094200577,SDP/test_gait/result/preset_tests/user_id_v2_all_presets_models_summary.csv
Gait,high_quality,wiflexformer,ok,0.7334187760333226,73.34187760333226,SDP/test_gait/result/preset_tests/user_id_v2_all_presets_models_summary.csv
Gait,high_quality,attentiongru,ok,0.669016340916373,66.90163409163729,SDP/test_gait/result/preset_tests/user_id_v2_all_presets_models_summary.csv
Gait,high_quality,ei,ok,0.8096763857737904,80.96763857737905,SDP/test_gait/result/preset_tests/user_id_v2_all_presets_models_summary.csv
Gait,high_quality,fewsense,ok,0.9061198333867352,90.61198333867353,SDP/test_gait/result/preset_tests/user_id_v2_all_presets_models_summary.csv
Gait,fast,csimodel,ok,0.8923421980134573,89.23421980134573,SDP/test_gait/result/preset_tests/user_id_v2_all_presets_models_summary.csv
Gait,fast,mlpmodel,ok,0.9154117270105736,91.54117270105736,SDP/test_gait/result/preset_tests/user_id_v2_all_presets_models_summary.csv
Gait,fast,visiontransformercsi,skipped,,,SDP/test_gait/result/preset_tests/user_id_v2_all_presets_models_summary.csv
Gait,fast,mambacsi,skipped,,,SDP/test_gait/result/preset_tests/user_id_v2_all_presets_models_summary.csv
Gait,fast,graphneuralcsi,skipped,,,SDP/test_gait/result/preset_tests/user_id_v2_all_presets_models_summary.csv
Gait,fast,cnn1dmodel,ok,0.9038769625120152,90.38769625120152,SDP/test_gait/result/preset_tests/user_id_v2_all_presets_models_summary.csv
Gait,fast,cnn2dmodel,failed,,,SDP/test_gait/result/preset_tests/user_id_v2_all_presets_models_summary.csv
Gait,fast,lstmmodel,ok,0.5498237744312721,54.982377443127206,SDP/test_gait/result/preset_tests/user_id_v2_all_presets_models_summary.csv
Gait,fast,resnet1d,ok,0.8164049983979493,81.64049983979493,SDP/test_gait/result/preset_tests/user_id_v2_all_presets_models_summary.csv
Gait,fast,resnet2d,ok,0.9272669016340916,92.72669016340916,SDP/test_gait/result/preset_tests/user_id_v2_all_presets_models_summary.csv
Gait,fast,bilstmattention,ok,0.7856456264017943,78.56456264017943,SDP/test_gait/result/preset_tests/user_id_v2_all_presets_models_summary.csv
Gait,fast,efficientnetcsi,failed,,,SDP/test_gait/result/preset_tests/user_id_v2_all_presets_models_summary.csv
Gait,fast,that,ok,0.6645305991669337,66.45305991669336,SDP/test_gait/result/preset_tests/user_id_v2_all_presets_models_summary.csv
Gait,fast,csitime,ok,0.8157641781480295,81.57641781480295,SDP/test_gait/result/preset_tests/user_id_v2_all_presets_models_summary.csv
Gait,fast,pa_csi,ok,0.6507529637936559,65.07529637936558,SDP/test_gait/result/preset_tests/user_id_v2_all_presets_models_summary.csv
Gait,fast,wiflexformer,ok,0.719000320410125,71.9000320410125,SDP/test_gait/result/preset_tests/user_id_v2_all_presets_models_summary.csv
Gait,fast,attentiongru,ok,0.6898429990387697,68.98429990387697,SDP/test_gait/result/preset_tests/user_id_v2_all_presets_models_summary.csv
Gait,fast,ei,ok,0.7914130086510733,79.14130086510734,SDP/test_gait/result/preset_tests/user_id_v2_all_presets_models_summary.csv
Gait,fast,fewsense,ok,0.8971483498878564,89.71483498878564,SDP/test_gait/result/preset_tests/user_id_v2_all_presets_models_summary.csv
Gait,robust,visiontransformercsi,skipped,,,SDP/test_gait/result/preset_tests/user_id_v2_all_presets_models_summary.csv
Gait,robust,mambacsi,skipped,,,SDP/test_gait/result/preset_tests/user_id_v2_all_presets_models_summary.csv
Gait,robust,graphneuralcsi,skipped,,,SDP/test_gait/result/preset_tests/user_id_v2_all_presets_models_summary.csv
Gait,robust,csimodel,ok,0.7696251201537968,76.96251201537969,SDP/test_gait/result/preset_tests/user_id_v2_all_presets_models_summary.csv
Gait,robust,mlpmodel,ok,0.8606215956424224,86.06215956424224,SDP/test_gait/result/preset_tests/user_id_v2_all_presets_models_summary.csv
Gait,robust,cnn1dmodel,ok,0.8577379045177828,85.77379045177828,SDP/test_gait/result/preset_tests/user_id_v2_all_presets_models_summary.csv
Gait,robust,cnn2dmodel,failed,,,SDP/test_gait/result/preset_tests/user_id_v2_all_presets_models_summary.csv
Gait,robust,lstmmodel,ok,0.4777314963152835,47.77314963152835,SDP/test_gait/result/preset_tests/user_id_v2_all_presets_models_summary.csv
Gait,robust,resnet1d,ok,0.8080743351489907,80.80743351489907,SDP/test_gait/result/preset_tests/user_id_v2_all_presets_models_summary.csv
Gait,robust,resnet2d,ok,0.8570970842678629,85.70970842678629,SDP/test_gait/result/preset_tests/user_id_v2_all_presets_models_summary.csv
Gait,robust,bilstmattention,ok,0.7154758090355655,71.54758090355655,SDP/test_gait/result/preset_tests/user_id_v2_all_presets_models_summary.csv
Gait,robust,efficientnetcsi,failed,,,SDP/test_gait/result/preset_tests/user_id_v2_all_presets_models_summary.csv
Gait,robust,that,ok,0.7340595962832426,73.40595962832425,SDP/test_gait/result/preset_tests/user_id_v2_all_presets_models_summary.csv
Gait,robust,csitime,ok,0.8458827298942646,84.58827298942646,SDP/test_gait/result/preset_tests/user_id_v2_all_presets_models_summary.csv
Gait,robust,pa_csi,ok,0.7077859660365268,70.77859660365267,SDP/test_gait/result/preset_tests/user_id_v2_all_presets_models_summary.csv
Gait,robust,wiflexformer,ok,0.7305350849086831,73.05350849086831,SDP/test_gait/result/preset_tests/user_id_v2_all_presets_models_summary.csv
Gait,robust,attentiongru,ok,0.6119833386735021,61.19833386735021,SDP/test_gait/result/preset_tests/user_id_v2_all_presets_models_summary.csv
Gait,robust,ei,ok,0.787247677026594,78.7247677026594,SDP/test_gait/result/preset_tests/user_id_v2_all_presets_models_summary.csv
Gait,robust,fewsense,ok,0.8183274591477091,81.83274591477091,SDP/test_gait/result/preset_tests/user_id_v2_all_presets_models_summary.csv
Gait,gesture_recognition,visiontransformercsi,skipped,,,SDP/test_gait/result/preset_tests/user_id_v2_all_presets_models_summary.csv
Gait,gesture_recognition,mambacsi,skipped,,,SDP/test_gait/result/preset_tests/user_id_v2_all_presets_models_summary.csv
Gait,gesture_recognition,graphneuralcsi,skipped,,,SDP/test_gait/result/preset_tests/user_id_v2_all_presets_models_summary.csv
Gait,gesture_recognition,csimodel,ok,0.8945850688881769,89.4585068888177,SDP/test_gait/result/preset_tests/user_id_v2_all_presets_models_summary.csv
Gait,gesture_recognition,mlpmodel,ok,0.9041973726369752,90.41973726369751,SDP/test_gait/result/preset_tests/user_id_v2_all_presets_models_summary.csv
Gait,gesture_recognition,cnn1dmodel,ok,0.881448253764819,88.14482537648189,SDP/test_gait/result/preset_tests/user_id_v2_all_presets_models_summary.csv
Gait,gesture_recognition,cnn2dmodel,failed,,,SDP/test_gait/result/preset_tests/user_id_v2_all_presets_models_summary.csv
Gait,gesture_recognition,lstmmodel,ok,0.594040371675745,59.4040371675745,SDP/test_gait/result/preset_tests/user_id_v2_all_presets_models_summary.csv
Gait,gesture_recognition,resnet1d,ok,0.8048702338993913,80.48702338993913,SDP/test_gait/result/preset_tests/user_id_v2_all_presets_models_summary.csv
Gait,gesture_recognition,resnet2d,ok,0.9272669016340916,92.72669016340916,SDP/test_gait/result/preset_tests/user_id_v2_all_presets_models_summary.csv
Gait,gesture_recognition,bilstmattention,ok,0.7548862544056392,75.48862544056392,SDP/test_gait/result/preset_tests/user_id_v2_all_presets_models_summary.csv
Gait,gesture_recognition,efficientnetcsi,failed,,,SDP/test_gait/result/preset_tests/user_id_v2_all_presets_models_summary.csv
Gait,gesture_recognition,that,ok,0.6763857737904517,67.63857737904517,SDP/test_gait/result/preset_tests/user_id_v2_all_presets_models_summary.csv
Gait,gesture_recognition,csitime,ok,0.8019865427747517,80.19865427747517,SDP/test_gait/result/preset_tests/user_id_v2_all_presets_models_summary.csv
Gait,gesture_recognition,pa_csi,ok,0.6507529637936559,65.07529637936558,SDP/test_gait/result/preset_tests/user_id_v2_all_presets_models_summary.csv
Gait,gesture_recognition,wiflexformer,ok,0.7209227811598846,72.09227811598846,SDP/test_gait/result/preset_tests/user_id_v2_all_presets_models_summary.csv
Gait,gesture_recognition,attentiongru,ok,0.6215956424223006,62.15956424223006,SDP/test_gait/result/preset_tests/user_id_v2_all_presets_models_summary.csv
Gait,gesture_recognition,ei,ok,0.7853252162768344,78.53252162768344,SDP/test_gait/result/preset_tests/user_id_v2_all_presets_models_summary.csv
Gait,gesture_recognition,fewsense,ok,0.8942646587632169,89.42646587632169,SDP/test_gait/result/preset_tests/user_id_v2_all_presets_models_summary.csv
Gait,activity_detection,visiontransformercsi,skipped,,,SDP/test_gait/result/preset_tests/user_id_v2_all_presets_models_summary.csv
Gait,activity_detection,mambacsi,skipped,,,SDP/test_gait/result/preset_tests/user_id_v2_all_presets_models_summary.csv
Gait,activity_detection,graphneuralcsi,skipped,,,SDP/test_gait/result/preset_tests/user_id_v2_all_presets_models_summary.csv
Gait,activity_detection,csimodel,ok,0.8763216917654598,87.63216917654599,SDP/test_gait/result/preset_tests/user_id_v2_all_presets_models_summary.csv
Gait,activity_detection,mlpmodel,ok,0.9074014738865748,90.74014738865748,SDP/test_gait/result/preset_tests/user_id_v2_all_presets_models_summary.csv
Gait,activity_detection,cnn1dmodel,ok,0.8926626081384171,89.26626081384171,SDP/test_gait/result/preset_tests/user_id_v2_all_presets_models_summary.csv
Gait,activity_detection,cnn2dmodel,failed,,,SDP/test_gait/result/preset_tests/user_id_v2_all_presets_models_summary.csv
Gait,activity_detection,lstmmodel,ok,0.4155719320730535,41.557193207305346,SDP/test_gait/result/preset_tests/user_id_v2_all_presets_models_summary.csv
Gait,activity_detection,resnet1d,ok,0.7785966036526755,77.85966036526754,SDP/test_gait/result/preset_tests/user_id_v2_all_presets_models_summary.csv
Gait,activity_detection,resnet2d,ok,0.9288689522588914,92.88689522588915,SDP/test_gait/result/preset_tests/user_id_v2_all_presets_models_summary.csv
Gait,activity_detection,bilstmattention,ok,0.756167894905479,75.6167894905479,SDP/test_gait/result/preset_tests/user_id_v2_all_presets_models_summary.csv
Gait,activity_detection,efficientnetcsi,failed,,,SDP/test_gait/result/preset_tests/user_id_v2_all_presets_models_summary.csv
Gait,activity_detection,that,ok,0.6712592117910926,67.12592117910926,SDP/test_gait/result/preset_tests/user_id_v2_all_presets_models_summary.csv
Gait,activity_detection,csitime,ok,0.787247677026594,78.7247677026594,SDP/test_gait/result/preset_tests/user_id_v2_all_presets_models_summary.csv
Gait,activity_detection,pa_csi,ok,0.6270426145466197,62.70426145466197,SDP/test_gait/result/preset_tests/user_id_v2_all_presets_models_summary.csv
