variant,amplitude_max_abs_error,adjacent_phase_jump_early_mean_rad,adjacent_phase_jump_late_mean_rad,late_relative_rotation_mean_rad,late_relative_rotation_gt_pi_over_2,late_relative_rotation_gt_3pi_over_4,phase_channel_std,zscore_amplitude_channel_std,zscore_phase_to_amplitude_std_ratio,minmax_amplitude_channel_std,minmax_phase_to_amplitude_std_ratio,minmax_exact_zero_fraction,linear_cancellation_ratio_mean,linear_cancellation_ratio_p10,linear_cancellation_ratio_lt_0_5,linear_late_minus_early_ratio,cubic_cancellation_ratio_mean,cubic_cancellation_ratio_p10,cubic_cancellation_ratio_lt_0_5,cubic_late_minus_early_ratio,sample_index,length
detrend_first50_only,7.62939453125e-06,0.760399580001831,1.4978179931640625,1.6015923023223877,0.5236118939044594,0.25340301617393385,1.8150136470794678,0.9999999999999997,1.8150136470794684,0.15806310472932297,11.48284193321148,0.00037958493212856376,0.8938828031901191,0.7122372559910382,0.046276354334282295,-0.17096475244463594,0.9558484045119321,0.7788487679973622,0.03693526426537938,-0.13155846141739347,3,2693
detrend_fullspan50_only,7.62939453125e-06,1.2223976850509644,1.4016540050506592,1.4398534297943115,0.4442793462109955,0.18525729705726632,1.8128706216812134,1.0000000000000004,1.8128706216812125,0.15806311329000283,11.46928327518824,0.0003878367784791847,0.8470544796685465,0.5743195822169458,0.07206337417997277,-0.035184608588282096,0.9311718659968015,0.6573819257245704,0.05692123612658332,-0.0053076171120920446,3,2693
robust_shared_first50,7.62939453125e-06,0.7930727005004883,0.7990201711654663,3.30255502944965e-08,0.0,0.0,1.8139201402664185,1.0,1.8139201402664185,0.15806310544025345,11.475923715493906,0.00037958493212856376,0.954261645885422,0.9262511699441262,0.0,-0.0008459497881757594,0.9963632339211588,0.9787701212748249,0.0,-0.00023877324748677875,3,2693
robust_window_limited,7.62939453125e-06,0.7347649931907654,0.7341731190681458,0.22823981940746307,0.034482758620689655,0.022988505747126436,1.8053951263427734,1.0,1.8053951263427734,0.15806311019790448,11.421989128787297,0.0003713330857779428,0.957407839575454,0.9261844796762807,0.0,-0.0005305461546953882,0.9945972096485854,0.972868219747951,0.0,-0.0004563378806990981,3,2693
robust_fullspan50,7.62939453125e-06,1.199051856994629,1.5884424448013306,1.59269380569458,0.5252173318986866,0.2881590408361941,1.8544542789459229,0.9999999999999998,1.8544542789459233,0.15806309739569155,11.732367070496691,0.0003878367784791847,0.8336080063226111,0.5489166429841554,0.08218013780583405,-0.09448614343174444,0.920400151009613,0.628436776752316,0.05828279077443578,-0.06507438643433294,3,2693
robust_first50,7.62939453125e-06,0.7218782901763916,1.6490858793258667,1.736891746520996,0.5887346074362522,0.2770576078973886,1.825183391571045,0.9999999999999996,1.8251833915710458,0.15806310064528079,11.5471820059196,0.00037958493212856376,0.8756503767370795,0.6060817073513342,0.058464331394149444,-0.2167802062012828,0.9463172273290571,0.7396826428929798,0.023014399471881834,-0.1515722933876804,3,2693
no_calibration,7.62939453125e-06,0.8705686330795288,0.8726773262023926,0.00044284595060162246,0.0,0.0,1.8137165307998657,0.9999999999999999,1.813716530799866,0.16261863207473148,11.15319018282217,0.0004420986150584202,0.9440380577666749,0.9082793671785954,0.0,5.0246001883524904e-05,0.9953560987961675,0.971294296910576,0.0,0.00015637455814265788,4,2463
linear_reference,1.1444091796875e-05,0.13080252707004547,0.13094650208950043,0.8386536836624146,0.0,0.0,0.3574625551700592,1.0,0.3574625551700592,0.16261862937917218,2.1981648506984786,0.00041503135291198626,0.9989901625102827,0.9972186743051755,0.0,2.8052095026653845e-05,1.0012645800879156,0.9986531710189079,0.0,2.5436322226735086e-05,4,2463
common_only,0.0,0.8705687522888184,0.872664213180542,0.0,0.0,0.0,1.811681866645813,1.0,1.811681866645813,0.16261863134865498,11.14067835659962,0.00042405377362746426,0.94404226159242,0.908259673640286,0.0,5.888169980827751e-05,0.9953645227543244,0.9713119709650976,0.0,0.00017242979778364642,4,2463
detrend_first50_only,7.62939453125e-06,1.512729287147522,1.5747150182724,1.567840337753296,0.49466405008877673,0.24087468460891506,1.8146711587905884,0.9999999999999999,1.8146711587905886,0.16261862906818128,11.159060737314107,0.00042405377362746426,0.8058115433103656,0.45213115089240863,0.12376054495421121,0.004393215616240509,0.9110870206783168,0.5567613868126893,0.0799566923805657,0.018028054194709764,4,2463
