case,file_name,frames,input_dtype,raw_negative_rate,denoised_negative_rate,after_iqr_negative_rate,after_cubic_negative_rate,denoise_to_iqr_sign_agreement,denoise_to_iqr_slope_agreement,denoised_zero_crossing_rate,iqr_zero_crossing_rate,signed_iqr_magnitude_gate
bp_fs200_signed,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_24_09.npy,1000,float64,0.0,0.5024703703703703,0.5024703703703703,0.5025407407407407,1.0,1.0,0.10515700886071257,0.10515700886071257,True
bp_fs200_signed,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_24_10.npy,1000,float64,0.0,0.4999037037037037,0.4999037037037037,0.5006888888888889,1.0,1.0,0.11052163274385497,0.11052163274385497,True
bp_fs200_signed,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_24_11.npy,1000,float64,0.0,0.5048148148148148,0.5048148148148148,0.5056814814814815,1.0,1.0,0.1040633225818411,0.1040633225818411,True
bp_fs200_signed,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_24_12.npy,1000,float64,0.0,0.48616296296296296,0.48616296296296296,0.48565185185185183,1.0,1.0,0.11684647610573537,0.11684647610573537,True
bp_fs200_signed,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_24_13.npy,1000,float64,0.0,0.4934777777777778,0.4934777777777778,0.4945777777777778,1.0,1.0,0.09991472954435918,0.09991472954435918,True
bp_fs200_signed,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_24_14.npy,1000,float64,0.0,0.4972,0.4972,0.498,1.0,1.0,0.11361732102472843,0.11361732102472843,True
bp_fs200_signed,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_24_15.npy,1000,float64,0.0,0.5131222222222223,0.5131222222222223,0.5149037037037038,1.0,1.0,0.1133503874244615,0.1133503874244615,True
bp_fs200_signed,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_24_16.npy,1000,float64,0.0,0.5083925925925926,0.5083925925925926,0.5094074074074074,1.0,1.0,0.11047714381047714,0.11047714381047714,True
bp_fs200_signed,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_24_17.npy,1000,float64,0.0,0.47452962962962963,0.47452962962962963,0.4741851851851852,1.0,1.0,0.1029807585363141,0.1029807585363141,True
bp_fs200_signed,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_24_18.npy,1000,float64,0.0,0.48736296296296294,0.48736296296296294,0.48784444444444447,1.0,1.0,0.10359618878137397,0.10359618878137397,True
bp_fs200_signed,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_24_19.npy,1000,float64,0.0,0.4965925925925926,0.4965925925925926,0.4969703703703704,1.0,1.0,0.11552663774885998,0.11552663774885998,True
bp_fs200_signed,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_24_20.npy,1000,float64,0.0,0.4964148148148148,0.4964148148148148,0.4966740740740741,1.0,1.0,0.11684276869462054,0.11684276869462054,True
bp_fs200_signed,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_25_01.npy,1000,float64,0.0,0.49242592592592593,0.49242592592592593,0.4924074074074074,1.0,1.0,0.14587179772364958,0.14587179772364958,True
bp_fs200_signed,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_25_02.npy,1000,float64,0.0,0.49620740740740743,0.49620740740740743,0.49474074074074076,1.0,1.0,0.1493196900604308,0.1493196900604308,True
bp_fs200_signed,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_25_03.npy,1000,float64,0.0,0.4951037037037037,0.4951037037037037,0.4942962962962963,1.0,1.0,0.16926926926926927,0.16926926926926927,True
bp_fs200_signed,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_25_04.npy,1000,float64,0.0,0.5029074074074074,0.5029074074074074,0.5042296296296296,1.0,1.0,0.15499944388833278,0.15499944388833278,True
bp_fs200_signed,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_25_05.npy,1000,float64,0.0,0.499,0.499,0.49755555555555553,1.0,1.0,0.16189893597301006,0.16189893597301006,True
bp_fs200_signed,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_25_06.npy,1000,float64,0.0,0.4868777777777778,0.4868777777777778,0.4872444444444444,1.0,1.0,0.11459607755904053,0.11459607755904053,True
bp_fs200_signed,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_25_07.npy,1000,float64,0.0,0.5074037037037037,0.5074037037037037,0.5087481481481482,1.0,1.0,0.15821376932488043,0.15821376932488043,True
bp_fs200_signed,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_25_08.npy,1000,float64,0.0,0.4868296296296296,0.4868296296296296,0.48765925925925924,1.0,1.0,0.16132428725021317,0.16132428725021317,True
bp_fs200_signed,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_25_09.npy,1000,float64,0.0,0.5021629629629629,0.5021629629629629,0.5016296296296296,1.0,1.0,0.14176769361954547,0.14176769361954547,True
bp_fs200_signed,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_25_10.npy,1000,float64,0.0,0.5080925925925925,0.5080925925925925,0.5078370370370371,1.0,1.0,0.14510065621176732,0.14510065621176732,True
bp_fs200_signed,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_25_11.npy,1000,float64,0.0,0.4923740740740741,0.4923740740740741,0.4940962962962963,1.0,1.0,0.12228524821117413,0.12228524821117413,True
bp_fs200_signed,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_25_12.npy,1000,float64,0.0,0.5008370370370371,0.5008370370370371,0.5004,1.0,1.0,0.11207133058984911,0.11207133058984911,True
bp_fs200_signed,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_25_13.npy,1000,float64,0.0,0.49272222222222223,0.49272222222222223,0.4943851851851852,1.0,1.0,0.1399288177065955,0.1399288177065955,True
bp_fs200_signed,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_25_14.npy,1000,float64,0.0,0.5202074074074075,0.5202074074074075,0.5201555555555556,1.0,1.0,0.12647462277091906,0.12647462277091906,True
bp_fs200_signed,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_25_15.npy,1000,float64,0.0,0.5024962962962963,0.5024962962962963,0.5029407407407407,1.0,1.0,0.13559485411337263,0.13559485411337263,True
bp_fs200_signed,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_25_16.npy,1000,float64,0.0,0.49164814814814817,0.49164814814814817,0.49315555555555557,1.0,1.0,0.13692581470359247,0.13692581470359247,True
bp_fs200_signed,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_25_17.npy,1000,float64,0.0,0.49205925925925925,0.49205925925925925,0.49174814814814816,1.0,1.0,0.14440366292218143,0.14440366292218143,True
bp_fs200_signed,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_25_18.npy,1000,float64,0.0,0.5036296296296296,0.5036296296296296,0.5046518518518519,1.0,1.0,0.1392948504059615,0.1392948504059615,True
bp_fs200_signed,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_25_19.npy,1000,float64,0.0,0.5134555555555556,0.5134555555555556,0.5116814814814815,1.0,1.0,0.1492158825492159,0.1492158825492159,True
bp_fs200_signed,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_25_20.npy,1000,float64,0.0,0.5045185185185185,0.5045185185185185,0.5034296296296297,1.0,1.0,0.16218440662885109,0.16218440662885109,True
bp_fs200_signed,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_26_01.npy,1000,float64,0.0,0.5005592592592593,0.5005592592592593,0.5015037037037037,1.0,1.0,0.20177955733511288,0.20177955733511288,True
bp_fs200_signed,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_26_02.npy,1000,float64,0.0,0.5003074074074074,0.5003074074074074,0.4998740740740741,1.0,1.0,0.2020613205798391,0.2020613205798391,True
bp_fs200_signed,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_26_03.npy,1000,float64,0.0,0.49303703703703705,0.49303703703703705,0.49577777777777776,1.0,1.0,0.2030215400585771,0.2030215400585771,True
bp_fs200_signed,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_26_04.npy,1000,float64,0.0,0.4930777777777778,0.4930777777777778,0.4919925925925926,1.0,1.0,0.20677714751788825,0.20677714751788825,True
bp_fs200_signed,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_26_05.npy,1000,float64,0.0,0.4988037037037037,0.4988037037037037,0.5005851851851851,1.0,1.0,0.20183887591295,0.20183887591295,True
bp_fs200_signed,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_26_06.npy,1000,float64,0.0,0.4989,0.4989,0.5009629629629629,1.0,1.0,0.2067660252845438,0.2067660252845438,True
bp_fs200_signed,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_26_07.npy,1000,float64,0.0,0.4990925925925926,0.4990925925925926,0.49891111111111114,1.0,1.0,0.20557594631668705,0.20557594631668705,True
bp_fs200_signed,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_26_08.npy,1000,float64,0.0,0.4936333333333333,0.4936333333333333,0.49422962962962963,1.0,1.0,0.20903866829792755,0.20903866829792755,True
bp_fs200_signed,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_26_09.npy,1000,float64,0.0,0.489462962962963,0.489462962962963,0.48915555555555557,1.0,1.0,0.2014236458680903,0.2014236458680903,True
bp_fs200_signed,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_26_10.npy,1000,float64,0.0,0.4901111111111111,0.4901111111111111,0.48874074074074075,1.0,1.0,0.20821562303043784,0.20821562303043784,True
bp_fs200_signed,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_26_11.npy,1000,float64,0.0,0.4932037037037037,0.4932037037037037,0.4942962962962963,1.0,1.0,0.19669298928558188,0.19669298928558188,True
bp_fs200_signed,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_26_12.npy,1000,float64,0.0,0.4847962962962963,0.4847962962962963,0.48546666666666666,1.0,1.0,0.1847662477292107,0.1847662477292107,True
bp_fs200_signed,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_26_13.npy,1000,float64,0.0,0.48417037037037036,0.48417037037037036,0.4848222222222222,1.0,1.0,0.17791495198902607,0.17791495198902607,True
bp_fs200_signed,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_26_14.npy,1000,float64,0.0,0.5027592592592592,0.5027592592592592,0.5030740740740741,1.0,1.0,0.17858970081192305,0.17858970081192305,True
bp_fs200_signed,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_26_15.npy,1000,float64,0.0,0.4940111111111111,0.4940111111111111,0.49446666666666667,1.0,1.0,0.2020650279909539,0.2020650279909539,True
bp_fs200_signed,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_26_16.npy,1000,float64,0.0,0.5044444444444445,0.5044444444444445,0.5058592592592592,1.0,1.0,0.19652986319652987,0.19652986319652987,True
bp_fs200_signed,/home/test/bupt_hjk/sdp_dataset/xrf55/wifi/03_26_17.npy,1000,float64,0.0,0.5022074074074074,0.5022074074074074,0.5023111111111112,1.0,1.0,0.20408185963741518,0.20408185963741518,True
